userid	cond	rnd	qnum	store1a	store1b	store1c	store1d	store2a	store2b	store2c	store2d	store3a	store3b	store3c	store3d	store4a	store4b	store4c	store4d	tlag	tlog	cor	choice
1171	1	2	39	108.61	86.18	78.66	50.17	106.11	79.16	85.1	54.3	98.5	87.42	80.2	47.54	104.08	85.64	76.31	41.15	82	4.406719247	1	4
1171	1	2	40	102.15	92.77	37.08	25.02	99.88	93.43	33.29	22.66	104.45	97.04	37.14	20.36	100.75	97.34	32.57	13.43	88	4.477336815	0	3
1171	1	2	41	51.77	111.44	115.1	20.21	44.61	113.78	106.97	24.49	59.55	116.25	111.27	21.8	53.02	116.68	118.48	26.53	84	4.430816799	1	2
1171	1	2	42	65.35	42.59	22.62	51.11	62.34	47.86	21.45	53.67	62.45	42.48	15.77	46.77	68.67	43.36	17.61	48.87	102	4.624972813	0	1
1171	1	2	43	50.81	46.31	89.14	81.67	46.36	54.27	82.88	83.92	44.34	45.35	85.93	81.26	49.3	50.51	96.91	81.19	81	4.394449155	0	4
1171	1	2	44	16.33	103.26	66.45	97.84	23.5	103.45	72.91	102.22	21.19	97.56	73.8	95.75	22.51	105.59	71.3	100.01	101	4.615120517	0	3
1171	1	2	45	27.51	20.66	98.29	16.05	31.26	13.64	98.43	17.24	30.89	20.86	87.91	23.68	29.09	16.38	93.46	16.03	100	4.605170186	0	2
1171	1	2	46	29.59	113.23	95.04	36.58	18	111.81	84.23	42.79	25.45	116.98	87.94	44.89	25.17	101.87	88.46	47.59	131	4.875197323	0	3
1171	1	2	47	104.6	69.06	33.46	62.05	96.16	59.58	28.69	56.26	98.18	63.57	24.39	64.02	109.48	58.23	23.45	59.11	124	4.820281566	1	2
1171	1	2	48	33.58	80.65	101.29	30.86	34.4	94.2	108.45	22.05	35.91	85.14	103.33	23.99	43.46	79.73	100.36	14.52	157	5.056245805	0	2
1171	1	2	49	75.74	100.76	79.02	15.57	72.85	104.46	76.13	10	76.13	98.99	86	14.41	78.51	104.69	75.6	15.7	104	4.644390899	1	2
1171	1	2	50	30.68	23.38	44.52	96.42	25.22	21.61	55.02	88.85	29.21	36.14	43.56	95.03	28.14	26.39	44.71	85.91	108	4.682131227	0	2
1171	1	2	51	113.53	99.68	40.77	39.68	118.05	95.33	40.7	44.66	115.57	97.3	36.77	54.18	115.16	99.05	52.1	48.25	113	4.727387819	0	4
1171	1	2	52	67.2	98.93	110.52	71.18	76.88	94.67	109.83	64.25	67.91	103.77	100.66	62.19	73.89	98.75	105.67	69.06	140	4.941642423	1	3
1171	1	2	53	89.52	74.45	85.96	104.65	91.43	63.95	77.75	93.64	78.31	73.38	84.21	99.84	89.33	69.33	88.56	96.4	110	4.700480366	1	2
1171	1	2	54	55.41	54.54	43.48	85.24	49.78	53.74	45.23	81.48	46.52	61.47	31.07	81.82	49.35	53.4	43.81	83.45	114	4.736198448	0	2
1171	1	3	1	63.5	117.09	76.06	30.91	70.24	108.84	71.98	25.95	71.48	112.42	75.7	32.46	57.1	106.62	76.15	30.75	243	5.493061443	0	2
1171	1	3	2	86.88	39.49	32.8	94.13	90.06	44.86	31.97	84.02	95.49	31.77	26.21	80.84	94.6	33.04	31.02	84	424	6.049733455	0	2
1171	1	3	3	115.59	73.18	19.34	32.66	110.5	79.68	19.29	25.28	111.18	69.45	19.88	24.85	115.63	74.38	18.16	24.82	245	5.501258211	1	3
1171	1	3	4	54.02	30.43	64.11	105.12	63.31	24.08	71.04	108.14	58.19	27.26	72.94	105.14	50.21	25.92	75.43	108.66	379	5.937536205	0	3
1171	1	3	5	91.76	119.1	32.83	57.16	88.76	115.69	34.82	59.25	79.93	115.09	37.39	51.91	89.38	112.33	33.73	61.7	135	4.905274778	0	2
1171	1	3	6	40.87	68.59	78.19	109.88	32.77	64.92	78.44	111.99	30.71	66.88	70.68	113.27	32.37	63.56	76.64	119.35	167	5.117993812	0	1
1171	1	3	7	22.01	90.8	68.51	103.27	39.15	85.93	74.63	99.86	27.98	91.55	80.42	98.74	28.75	95.81	75.19	99.63	136	4.912654886	0	3
1171	1	3	8	91.66	16.03	97.47	54.64	86.77	12.55	100.71	54.92	85.51	18.95	90.08	47.67	85.67	17.43	97.45	51.65	120	4.787491743	1	3
1171	1	3	9	36.29	23.95	40.77	112.04	41.75	19.2	33.26	111.26	35.54	20.75	33.64	112.64	36.04	19.86	29.32	109.02	179	5.187385806	0	2
1171	1	3	10	87.55	19.5	93.81	42.76	104.61	16.86	97.84	53.43	92.01	16.46	91.28	47.98	105.67	13.62	94.11	48.31	601	6.398594935	0	3
1171	1	3	11	62.47	23.88	114.43	46.7	72.55	23.97	113.66	49.83	62.73	34.27	104.11	53.1	65.51	29.19	117.32	52.48	106	4.663439094	0	4
1171	1	3	12	86.63	20.43	108.52	64.84	76.52	32.4	113.27	71.21	76.57	27.09	113.82	71.03	78.83	32.97	106.28	69.3	92	4.521788577	0	3
1171	1	3	13	34.37	75.62	42.77	52.67	33.5	78.38	37.24	64.09	39.62	83.4	41.37	61.78	33.37	78.21	44.84	64.81	85	4.442651257	0	2
1171	1	3	14	85.95	84.95	84.34	78.63	83.64	88.42	93.85	79.17	72.45	93.23	96.69	80.83	80.56	90.96	85.08	71.75	94	4.543294782	0	1
1171	1	3	15	111.76	43.9	67.51	77.55	102.48	50.27	63.81	74.79	102.22	49.09	63.37	72.54	105.72	41	59.97	72.99	96	4.564348192	1	4
1171	1	3	16	81.48	73.87	75.44	59.09	88.09	68.85	79.9	65.38	89.9	81.92	78.32	68.58	95.22	77.78	73.07	69.98	93	4.532599493	0	3
1171	1	3	17	26.32	53.11	54.78	21.14	23.31	47.19	61.67	14.85	20.47	52.01	54.51	11.42	18.66	51.34	53.23	26.18	104	4.644390899	0	2
1171	1	3	18	108.13	22.68	97.44	18.34	102.9	22.33	95.14	25.09	100.08	24.93	90.58	12.68	104.09	18.3	82.24	15.51	90	4.49980967	1	4
1171	1	3	19	51.68	17.35	95.18	105.43	51.75	16.33	93.5	99.37	48.25	22.49	95.62	106.66	52.18	22.71	101.57	105.76	102	4.624972813	1	2
1171	1	3	20	101.76	91.57	89.39	65.73	102.04	92.16	86.76	60.77	95.07	98.68	78.77	58.7	95.39	92.08	74.02	57.04	107	4.672828835	0	1
1171	1	3	21	55.41	30.39	95.71	24.58	65.48	34.62	96.47	25.64	63.38	30.57	103.97	28.67	60.22	38.26	108.4	15.25	98	4.584967479	0	3
1171	1	3	22	29.14	45.41	53.78	107.76	30.43	46.33	55.38	102.05	23.93	44.29	47.63	109.4	34.3	53.38	59.26	110.47	102	4.624972813	0	4
1171	1	3	23	41.03	65.7	91.85	74.95	34.14	68.63	92.15	73.16	37.61	55.96	83.28	80.08	40.66	60.83	93.54	70.4	100	4.605170186	0	2
1171	1	3	24	28	43.77	46.54	108.14	23.92	37.53	45.04	105.75	22.62	47.59	41.33	114.73	24.9	41.13	50.27	108.85	104	4.644390899	0	3
1171	1	3	25	47.96	46.44	17.49	35.08	59.3	34.65	16.57	33.59	40.64	38.06	17.69	35.66	47.33	42.94	15.27	39.12	159	5.068904202	0	2
1171	1	3	26	17.01	40.88	57.04	117.75	19.29	43.15	53.24	115.89	12.05	39.06	51.49	111.84	10.23	48.94	50.8	112.47	144	4.9698133	1	3
1171	1	3	27	21.6	95.46	54.96	65.72	14.47	98.65	60.18	70.78	18.1	95.98	49.78	62.4	19.98	96.82	60.29	61.53	135	4.905274778	0	1
1171	1	3	28	105.76	115.7	118.08	94.66	100.26	115.23	106.9	93.68	108.08	113.89	107.17	95.04	94.28	115.14	118.02	98.77	159	5.068904202	1	2
1171	1	3	29	13.26	15.26	95.03	29.77	19.08	16.28	91.89	20.79	9.56	18.48	88.58	19.47	14.31	14.36	93.76	19.91	131	4.875197323	0	2
1171	1	3	30	72.79	111.84	93.89	24.16	77.51	120.52	102.39	27.49	81.5	111.96	104.86	15.86	71.94	112.72	102.54	22.38	118	4.770684625	0	3
1171	1	3	31	68.19	88.09	24.91	62.34	78.52	82.88	29.02	61.84	78.52	84.03	29.54	68.24	81.93	87.17	29.26	68.75	114	4.736198448	0	2
1171	1	3	32	95.58	117.6	40.16	108.67	98.62	110.47	35.51	112.92	92.02	107.82	42.47	102.98	109.08	119.36	38.42	105.14	166	5.111987788	1	3
1171	1	3	33	95.6	35.83	98.25	110.74	88.1	23.49	101.35	114.35	92.42	30.79	104.56	112.23	90.44	26.52	108.81	114.72	159	5.068904202	0	1
1171	1	3	34	28.54	76	22.01	47.85	38.15	71.19	21.5	52.71	38.32	80.72	19.39	52.31	32.48	77.44	13.15	56.07	138	4.927253685	1	1
1171	1	3	35	18.6	100.08	65.14	104.44	13.09	92.81	71.08	100.94	8.66	96.6	67.97	97.2	13.31	103.38	62.86	96.67	126	4.836281907	0	4
1171	1	3	36	103.02	84.71	33.97	78.51	107.55	73.49	35.05	86.82	93.98	84.61	22.4	86.92	99.86	84.02	37.66	81.35	158	5.062595033	0	1
1171	1	3	37	54.28	82.13	82.09	25.11	48.67	75.25	92.87	26.39	54.54	69	86.55	21.05	60.01	68.39	90.32	25.66	138	4.927253685	0	1
1171	1	3	38	37.3	86.11	60.05	34.68	27.25	82.88	62.25	32.39	37.55	78.09	65.76	37.07	39.88	80.84	56.31	34.37	124	4.820281566	1	2
1171	1	3	39	73.63	42.93	52.06	106.61	69.97	54.9	53.8	97.69	79.32	55.18	61.51	103.89	73.92	41.91	46.51	104.9	120	4.787491743	0	2
1171	1	3	40	16.61	67.26	93.67	67.56	16.59	79.53	90.68	73.75	12.5	74.49	101.13	70.22	22.15	74.34	86.9	65.73	115	4.744932128	0	3
1171	1	3	41	93.6	73.14	86.46	14.98	102.08	55.55	83.38	14.02	94.2	62.07	88.49	18.02	102.34	63.96	93.22	19.84	176	5.170483995	1	2
1171	1	3	42	51.12	109.9	95.7	35.52	53.86	108.32	99.31	42.41	57.24	111.8	107.64	40.99	57.2	105.65	100.68	33.17	147	4.990432587	1	1
1171	1	3	43	97.07	63.11	105.1	58.46	101.98	60.66	95.58	56.71	102.31	66.25	107.57	57.93	106.54	64.27	98.64	58.06	190	5.247024072	1	2
1171	1	3	44	97.91	80.48	76.44	44.16	94.28	78.82	66.58	37.06	95.13	72.7	71.84	41.22	96.5	80.58	72.31	41.65	128	4.852030264	1	2
1171	1	3	45	28.86	42.85	62.28	87.47	38.62	43.39	68.79	79.33	28.7	44	73.28	90.27	41.71	42.22	67.43	79.37	228	5.429345629	0	4
1171	1	3	46	101.04	50.11	55.63	56.22	100.02	45.26	50.35	63.61	96.45	44.57	49.71	59.93	102.48	49.62	49.93	63.31	224	5.411646052	0	4
1171	1	3	47	75.72	102.1	46.68	54.62	82.89	96.57	55.85	57.61	74.4	101.29	48.58	63.92	86.98	106.92	50.67	55.74	183	5.209486153	1	1
1171	1	3	48	91.46	104.6	32.45	111.67	82.18	106.59	29.93	105.12	88.42	119.47	26.68	103.3	88.47	117.96	25.08	107.48	156	5.049856007	0	3
1171	1	3	49	116.34	80.25	41.47	34.69	107.6	82.73	44.03	29.46	116.34	73.78	44.85	19.9	117.43	87.15	47.88	31.36	127	4.844187087	0	2
1171	1	3	50	89.1	34.46	37.51	107.65	90.8	36.43	46.05	101.86	95.21	34.15	37.63	94.74	86.77	25.47	30.75	110.66	110	4.700480366	0	3
1171	1	3	51	21.37	36.4	54.22	34.67	27.52	44.1	55.04	24.99	17.41	36.79	51.95	31.47	22.04	31.36	55.02	22.57	177	5.176149733	1	4
1171	1	4	1	82.81	104.87	52.87	88.47	94.84	103.09	50.89	91.29	87.91	110.05	56.85	94.81	88.6	106.71	51.36	86.57	183	5.209486153	0	4
1171	1	4	2	103.36	59.32	16.96	83.74	97.32	62.58	13.02	76.49	96.42	65.37	18.13	84.02	103.78	67.72	14.48	77.92	125	4.828313737	1	2
1171	1	4	3	80.37	105.7	112.01	105.65	84.22	99.56	110.06	108.03	72.57	103.28	106.08	111.29	74.12	100.93	112.79	116.08	180	5.192956851	0	2
1171	1	4	4	60.82	77.48	90.15	103.24	61.64	79.75	94.56	98.46	58.13	74.24	90.11	105.19	55.51	74.07	91.1	98.14	313	5.746203191	1	4
1171	1	4	5	118.51	31.51	69.86	47.89	107.79	23.54	70.63	43.91	114.16	24.65	68.5	49.12	112.43	32.07	72.33	37.27	337	5.82008293	1	2
1171	1	4	6	98.2	29.03	52.67	96.73	95.06	16.9	48.68	97.55	103.23	27.78	53.03	94.75	90.06	27.94	52.16	96.15	480	6.173786104	0	4
1171	1	4	7	42.88	41.56	52.8	51.09	43.33	37.39	51.08	57.96	36.59	39.67	48.72	50.44	41.57	38.75	58.74	55.41	358	5.880532986	1	3
1171	1	4	8	33.88	51.83	79.87	69.94	42.08	55	86.84	62.63	38.35	60.1	90.48	64.69	40.19	56.54	87.36	57.07	313	5.746203191	0	4
1171	1	4	9	88.09	49.77	118.62	38.32	85.58	48.17	109.33	46.36	92.7	58.52	112.81	44.57	90.51	54.28	114.17	42.96	139	4.934473933	0	1
1171	1	4	10	118.17	83.39	111.52	60.78	117.13	84.69	112.93	64.74	116.07	84.98	114.48	69.18	110.58	86.78	120.84	68.18	215	5.370638028	0	2
1171	1	4	11	79.68	34.77	58.56	109.83	72.19	37.64	58.76	102.52	74.3	46.08	68.24	108.04	69.17	36.65	64.26	109.54	149	5.003946306	1	2
1171	1	4	12	53.33	20.94	61.83	99.37	50.61	26.33	59.3	97.11	54.88	15.88	55.49	94.58	57.87	25.25	61.2	88.97	159	5.068904202	0	2
1171	1	4	13	94.12	99.86	57.29	83.09	83.77	102.23	58.16	97	94.09	91.89	55.95	84.54	88.39	108.56	48.04	91.98	109	4.691347882	1	3
1171	1	4	14	103.55	21.37	99.43	97.99	98.82	19.93	106.7	95.17	99.23	25.96	92.4	89.43	94.63	28.22	95.44	101.1	162	5.087596335	1	3
1171	1	4	15	108.82	23.06	82.95	102.74	105.85	23.06	73.77	107.57	105.75	20.22	80.3	104.96	105.96	17.38	74.02	104.3	581	6.364750757	1	4
1171	1	4	16	104.97	61.28	87.43	21.14	104.04	55.22	74.36	26.52	109.5	58.06	82.55	34.46	99.36	61.67	89.04	28.44	352	5.863631176	1	2
1171	1	4	17	92.13	107.04	77.07	110.59	88.9	105.95	69.29	109.17	83.87	100	79.1	107.37	82.61	105.16	66.12	107.7	558	6.324358962	1	4
1171	1	4	18	17.66	36.95	25.33	15.48	12.44	31.61	27.91	10.95	22.01	34.7	21.71	12.61	26.51	31.26	25.89	17.03	266	5.583496309	1	2
1171	1	4	19	93.34	39.18	44.65	65.66	90.34	31.38	37.81	63.96	94	34.85	43.58	67.05	92	38.66	43.71	60.57	384	5.950642553	1	2
1171	1	4	20	17.61	74.35	31.1	99.86	24.16	68.17	39.44	100.45	19.02	78.11	34.08	108.96	26.45	72.31	38.32	105.1	337	5.82008293	1	1
1171	1	4	21	12.68	31.53	94.11	64.15	18.51	24.55	95.89	61.25	12.6	23.08	98.42	56.44	10.73	19.31	91.58	58.48	377	5.932245187	1	4
1171	1	4	22	66.77	29.13	51.13	95.34	73.26	33.7	57.48	89.19	78.72	40.19	52.32	90.82	75.5	39.86	47.1	93.08	465	6.142037406	0	2
1171	1	4	23	101.3	60.85	37.33	69.45	92.71	55.33	33.52	67.56	97.08	57.68	41.74	65.17	88.34	63.23	29.98	74.2	487	6.188264123	1	2
1171	1	4	24	73.03	96.63	20.26	85.15	67.77	86.66	26.97	83.52	65.24	92.53	17.52	87.68	63.93	88.64	19.45	83.56	265	5.579729826	1	4
1171	1	4	25	101.3	58.57	59.6	12.15	103.16	58.29	64.13	16.58	103.8	46.36	63.09	10.09	111.29	61.24	68.59	17.68	251	5.525452939	0	1
1171	1	4	26	80.2	61.88	41.76	94.7	79.61	65.2	39.32	102	74.64	56.41	45.18	91.19	85.92	63.03	39	91.35	368	5.908082938	1	3
1185	2	1	1	98.89	59.22	26.7	56.26	92.73	51.16	20.64	59.68	95.56	45.2	14.66	55.12	97.85	55.72	18.31	58.54	335	5.814130532	0	2
1185	2	1	2	85.13	109.39	40.32	111.26	79.21	99.15	35.21	108.86	78.33	103.51	30.77	101.78	80.54	100.93	39.11	115.03	1145	7.043159916	0	2
1185	2	1	3	72.45	48.28	83.49	60.4	67.21	49.76	74.53	58.99	67.85	55.39	74.11	65.72	62.98	42.68	79.91	59.67	1408	7.249925537	0	2
1185	2	1	4	84.38	107.63	56.62	38.38	88.14	115.76	48.15	47.02	85.9	97.12	45.87	48.66	89.83	103.26	56.02	41.43	710	6.56526497	1	3
1185	2	1	5	28.55	79.18	41.24	76.27	28.78	81.16	47.99	77.55	24.91	77.46	44.87	81.21	23.67	78.72	47.68	69.46	683	6.52649486	1	4
1185	2	1	6	57.9	20.58	83.76	39.97	68.46	17.11	88.11	41.25	65.1	23.59	87.29	41.31	62.11	24.74	89.68	41.43	1004	6.9117473	1	1
1185	2	1	7	72.88	26.33	70.09	73.66	81.26	32.89	69.29	78.28	78.68	22.06	73.33	77.64	80.01	27.63	76.13	77.08	1159	7.055312843	1	1
1185	2	1	8	68.61	53.73	105.36	38.19	73.2	51.81	98.83	36.79	65.07	44.7	104.9	38.11	76.66	50.23	110.08	36.55	619	6.428105273	1	3
1185	2	1	9	37.08	53.82	68.61	34.56	44.41	62.16	65.14	36.29	37.05	59.55	64.33	43.24	47.99	62.88	68.23	33.89	604	6.403574198	1	1
1185	2	2	1	28.72	105.42	113.85	83.13	23.92	105.88	110.68	88.86	21.83	99.94	109.13	88.44	19.55	107.61	115.38	83.43	538	6.28785856	1	3
1185	2	2	2	17.91	86.09	33.6	28.95	22.78	89.18	34.71	28.84	30.73	91.19	37.34	33.68	24.42	96.2	38.24	34.1	533	6.278521424	1	1
1185	2	2	3	61.29	94.62	71.25	75.74	61.42	100.65	69.5	75.49	58.77	102.96	65.45	75.82	52.59	94.68	67.41	81.44	550	6.309918278	1	4
1185	2	2	4	67.02	9.73	84.65	91.72	58.39	12.55	94.54	91.81	59.41	13.52	89.09	95.15	58.89	9.85	91.17	85.5	899	6.801283035	1	4
1185	2	2	5	74.25	104.55	54.7	30.92	84.48	112.74	53.61	37.84	87.58	108	47.43	40.2	80.91	106.61	52.58	35.84	904	6.80682936	1	1
1185	2	2	6	110.33	92.45	25	81.54	107.94	90.63	22.46	79.04	108.9	94.33	24.86	76.21	116.16	93.89	29.17	79.95	570	6.345636361	1	2
1185	2	2	7	42.98	28.06	56.56	89.41	36.61	18.11	63.48	89.77	41.88	24.17	65.65	88.56	44.27	25.61	57.62	86.73	1003	6.910750788	1	2
1185	2	2	8	17.46	43.17	107.46	36.47	13.16	35.49	93.41	41.72	25.05	38.82	103.7	41.18	14.2	36.62	103.43	34.89	980	6.887552572	1	2
1185	2	2	9	88.79	67.68	47.58	24.14	87.24	82.43	48.01	17.32	77.23	70.23	55.15	20.05	78.37	73.6	57.66	26.41	1043	6.949856455	1	3
1185	2	2	10	38.92	55.53	78.25	81.79	32.71	53.88	71.76	78.24	34.65	56.86	78.11	81.58	39.92	61.04	76.56	74.96	848	6.742880636	1	2
1185	2	3	1	66.21	77.83	97.06	59.95	72.19	77.24	91.29	64.18	61.42	83.01	90.02	56.1	69.18	74.84	92.61	61.99	1157	7.053585727	1	3
1185	2	3	2	62.61	73.82	18.38	34.89	71.5	68.95	28.8	44.42	73.09	65.61	20.21	40.1	71.24	72.57	25.53	32.25	739	6.605297921	1	1
1185	2	3	3	25.72	123.07	111.01	30.58	34.15	111.68	115.27	42.3	36.02	116.51	110.79	40.63	38.75	110.39	119.06	34.99	2308	7.744136628	0	3
1185	2	3	4	60.96	83.82	89.91	77.7	53.7	90.9	85.05	87	52.41	80.93	86.01	87.92	51.08	95.81	85.85	83.94	732	6.595780514	1	3
1185	2	3	5	88.82	88.94	64.64	90.52	88.05	88.01	66.35	82.55	96.05	81.3	71.22	88.26	96.38	84.75	66.86	90.16	903	6.805722553	1	2
1185	2	3	6	107.03	96.93	84.05	30.3	101.56	81.28	85.91	31.25	98.44	88.13	81.54	27.45	103.81	82.51	76.13	25.48	967	6.874198496	0	3
1185	2	3	7	41.78	107.81	99.95	93.77	42.3	111.75	88.66	102.08	36.05	106	91.56	99.24	40.71	109.67	90.36	100.9	931	6.836259277	1	3
1185	2	4	1	93.84	116.74	24.36	81.53	104.26	113.06	37.75	75.2	107.5	113.93	31.47	71.03	91.34	121.58	37.37	77.77	831	6.722629795	1	1
1185	2	4	2	84.34	46.01	72.5	42.46	86.71	43.4	74.25	54.91	89.59	46.78	71.06	44.21	85.37	47.4	64.36	53.19	948	6.854354502	1	1
1185	2	4	3	37.15	117.48	100.74	22.2	30.21	116.82	100.62	23.44	32.8	113.09	104.08	28.26	26.83	111.61	97.13	28.54	703	6.555356892	1	4
1185	2	4	4	25.4	92.98	108.03	96.3	30.07	92.39	109.2	84.84	19.04	91.71	110.77	88.23	22.78	95.33	112.29	92.4	687	6.532334292	1	3
1185	2	4	5	32.81	46.47	23.4	91.35	33.38	42.6	23.68	85.49	35.3	46.15	25.94	92.76	24.63	55.57	30.31	88.17	848	6.742880636	1	2
1185	2	4	6	37.84	95.04	72.65	78.48	41.24	94.3	63.74	77.51	45.83	85.53	73.68	87.49	40.23	96.22	70.15	77.51	991	6.898714534	0	1
1185	2	4	7	18.87	24.82	26.07	101.75	15.93	34.64	24.8	107.24	19.3	30.49	27.04	103.54	21.16	33.96	29.03	98.78	757	6.629363253	1	1
1185	2	4	8	56.41	91.91	73.07	31.61	53.1	91.99	72.68	28.65	51	84.19	72.74	30.87	56.84	79.18	79.03	30.49	729	6.591673732	1	3
1185	2	4	9	50.29	98.35	21.93	43.34	58.96	101.88	23.29	41.77	60.02	98.18	20.81	46.81	51.77	101.95	26.84	39.72	495	6.204557763	1	1
1185	2	4	10	101.81	83	74.43	40.48	94.46	87.97	79.31	26.17	97.46	83.36	65.34	29.41	97.68	82.96	68.43	35.53	704	6.556778356	1	3
1213	1	1	1	83.61	64.48	51.56	13.6	86.84	58.42	40.95	13.68	87.14	67.22	45.4	20.43	88.74	69.04	38.19	23.57	992	6.899723107	1	2
1213	1	1	2	86.47	40.89	80.09	20.16	78.36	38.4	72.29	21.13	87.25	50.17	74	18.93	78.94	48.39	85.09	22.35	1593	7.37337431	1	2
1213	1	1	3	52.25	82.25	95.28	111.91	54.17	75.69	91.43	114	41.81	89.79	82.83	112.63	53.52	85.83	96.91	110.62	1096	6.999422468	1	3
1213	1	1	4	114.87	34.76	64.8	67.36	121.09	32.49	60.18	68.08	119.02	26.83	66.33	67.07	112.57	23.12	61.24	76.21	1136	7.035268599	1	4
1213	1	1	5	101.6	50.86	106.73	67.67	112.52	58.51	113.99	63.04	112.92	50.74	111.84	72.94	105.3	51.97	111.82	63.31	706	6.559615238	1	1
1213	1	1	6	70.29	75.15	19.2	45.07	61.7	76.86	17.67	40.88	70.65	75.68	19.3	44.5	67.19	80.05	18.23	40.96	1446	7.276556403	1	2
1213	1	1	7	21.5	105.35	105.17	46.31	23.84	105.03	110.03	49.35	22.55	101.36	103.94	43.03	22.26	111.85	100.57	46.43	998	6.905753276	0	1
1213	1	2	1	15.68	40.43	46.31	65.42	15.99	43.11	49.39	53.65	14.7	52.61	45.1	56.77	18.54	49.58	49.23	56.96	749	6.618738984	0	3
1213	1	2	2	65.23	74.7	65.43	110.28	56.12	78.18	56.36	104.75	61.58	74.12	60.63	110.52	69.93	67.22	60.59	108.84	1180	7.073269718	1	2
1213	1	2	3	71.85	60.51	62.31	64.8	82.81	60.27	70.34	58.88	75.31	65.15	65.71	60.19	84.21	58.92	72.33	54.08	781	6.66057515	1	1
1213	1	2	4	91.65	10.16	13.06	84.86	97.07	7.68	23.61	89.16	92.27	12.53	19.26	88.69	95.69	12.52	12.51	87.82	1062	6.967909202	1	1
1213	1	2	5	31.63	19.68	101.73	16.44	32.04	13.72	97.59	20.12	34.26	19.31	102.6	21.53	25.28	23.34	102.83	29.13	1548	7.344719054	1	2
1213	1	2	6	46.85	54.76	79.95	44.13	50.17	52.6	82.54	46.1	55.6	50.74	79.14	45.34	47.7	50.14	88.35	49.37	741	6.608000625	1	1
1213	1	2	7	80.61	41.71	99.62	84.51	85.39	40.38	102.27	84.69	95.37	45.13	99.05	91.22	83.68	46.01	112.13	85.67	641	6.463029457	1	1
1213	1	2	8	51.63	63.38	22.6	54.61	40.32	60.92	23.79	55.2	44.6	59.88	29	43.24	43.12	54.34	20.97	49.36	682	6.525029658	0	2
1213	1	3	1	43.69	75.57	106.92	109.99	53.39	75.34	111.39	113.29	53.24	85.76	111.01	112.33	46.05	84.05	112.67	100.88	947	6.853299093	1	1
1213	1	4	1	45.72	95.59	106.3	101.17	46.15	103.23	112.83	94.38	56.44	88.88	120.81	99.76	47.53	92.89	115.2	104.2	969	6.876264612	1	1
1216	1	1	1	87.63	47.53	20.91	104.62	90.59	49.01	18.16	105.37	86.86	51.6	26.71	109.04	76.69	53.46	15.85	105.34	1148	7.045776577	1	4
1216	1	1	2	59.54	42.64	66.07	35.9	74.28	45.82	59.25	35.66	62.27	39.5	58.19	28.5	69.31	45.89	52.76	33.21	891	6.792344428	1	3
1216	1	1	3	22.34	47.54	22.12	18.46	20.24	44.77	32.37	17.47	20.11	38.92	34.12	9.26	30.3	41.25	24.8	16.67	749	6.618738984	1	3
1216	1	1	4	117.46	75.94	14.21	78.32	112.78	65.59	16.81	84.08	116.05	68.09	16.44	84.35	121.21	78.79	21.08	81.04	860	6.756932389	1	2
1216	1	1	5	71.65	57.78	49.92	54.13	70.79	45.46	53.53	52.66	71.67	53.99	49.98	61.97	68.77	47.76	52.82	58.01	1437	7.270312886	1	2
1216	1	1	6	54.26	75.15	38.9	65.62	55.02	75.02	24.84	72.72	51.57	68.25	32.21	73.88	45.96	73.29	37.11	64.12	1024	6.931471806	0	2
1216	1	1	7	87.36	83.26	85.59	107.04	90.18	79.24	89.06	109.5	95.62	88.1	87.82	118.84	94.31	87.39	91.55	114.16	1467	7.290974778	1	1
1216	1	2	1	115.25	68.71	116.84	64.8	100.28	73.94	112.77	78.7	105.97	72.23	103.58	73.73	111.04	74.23	117.07	72.09	900	6.802394763	0	1
1216	1	2	2	107.6	60.44	66.34	53.13	100.34	64.58	57.25	51.39	105.91	57.44	69.74	57.2	114.6	53.7	58.18	61.81	1799	7.494986234	1	2
1216	1	2	3	104.99	68.54	67.82	107.21	104.93	77.09	52.95	103.2	106.65	77.01	65.67	102.68	109.03	72.07	63.9	100.98	1077	6.981934677	1	2
1216	1	2	4	33.03	62.83	56.89	40.42	30.55	67.27	57.66	44.77	26.11	65.27	61.79	40.58	22.13	64.68	55.77	42.26	599	6.395261598	0	1
1216	1	2	5	110.23	76.83	49.1	76.25	109.86	65.91	52.3	68.1	113.55	72.79	56.92	63.93	114.3	74.36	55	62.19	1322	7.18690102	1	2
1216	1	2	6	25.12	53.74	39.57	36.78	28.79	54.74	40.64	25.04	20.82	52.3	51.96	36.82	25.77	57.36	42.15	29.64	541	6.293419279	1	2
1216	1	2	7	38.52	97.36	67.71	16.1	22.78	107.31	67.97	10.7	34.49	99.61	74.6	17.89	38.77	94.28	71.78	9.25	550	6.309918278	1	2
1216	1	2	8	30.66	28.04	96.88	98.73	35.96	35	92.8	101.86	33.08	29.62	98.99	98.68	34.7	26	92.19	89.85	620	6.429719478	1	4
1216	1	2	9	101.38	73.6	57.11	93.1	113.31	77.88	61.54	90.47	109.22	77.18	60.42	87.17	110.34	74.64	64.06	97.9	566	6.338594078	0	3
1216	1	3	1	64.25	88.71	57.2	115.8	63.04	83.89	49.04	109.09	63.44	84.9	54.53	116.57	72.82	78	60.12	116.07	644	6.467698726	1	2
1216	1	3	2	63.9	99.75	82.55	51.35	71.43	99.3	84.31	49.59	67.08	103.12	85.76	56.26	69.76	101.54	89.88	48.24	609	6.411818268	1	1
